COUNTRY,1,Armenia
COUNTRY,2,Azerbaijan
COUNTRY,3,Georgia
STRATUM,1,Capital
STRATUM,2,Urban
STRATUM,3,Rural
SUBSTRATUM,1,Capital
SUBSTRATUM,2,North-East Rural
SUBSTRATUM,3,North-West Rural
SUBSTRATUM,4,South-East Rural
SUBSTRATUM,5,South-West Rural
SUBSTRATUM,6,North-East Urban
SUBSTRATUM,7,North-West Urban
SUBSTRATUM,8,South-East Urban
SUBSTRATUM,9,South-West Urban
INTLANG,1,Legal skip
INTLANG,2,Refuse to asnwer
INTLANG,3,Don't know
INTLANG,4,Armenian
INTLANG,5,Azerbaijani
INTLANG,6,Georgian
INTLANG,7,Other language
RESPONSE,1,Non-response
RESPONSE,2,Response
RESPSEX,1,Legal skip
RESPSEX,2,Interviewer error
RESPSEX,3,Male
RESPSEX,4,Female
ACTPBLM,1,Break-off
ACTPBLM,2,Legal skip
ACTPBLM,3,Not applicable
ACTPBLM,4,Interviewer error
ACTPBLM,5,Refuse to answer
ACTPBLM,6,Don't know
ACTPBLM,7,No
ACTPBLM,8,Yes
ACTMEDIA,1,Break-off
ACTMEDIA,2,Legal skip
ACTMEDIA,3,Not applicable
ACTMEDIA,4,Interviewer error
ACTMEDIA,5,Refuse to answer
ACTMEDIA,6,Don't know
ACTMEDIA,7,No
ACTMEDIA,8,Yes
ACTINTNT,1,Break-off
ACTINTNT,2,Legal skip
ACTINTNT,3,Not applicable
ACTINTNT,4,Interviewer error
ACTINTNT,5,Refuse to answer
ACTINTNT,6,Don't know
ACTINTNT,7,No
ACTINTNT,8,Yes
ACTREST,1,Break-off
ACTREST,2,Legal skip
ACTREST,3,Not applicable
ACTREST,4,Interviewer error
ACTREST,5,Refuse to answer
ACTREST,6,Don't know
ACTREST,7,No
ACTREST,8,Yes
ACTCHAR,1,Break-off
ACTCHAR,2,Legal skip
ACTCHAR,3,Not applicable
ACTCHAR,4,Interviewer error
ACTCHAR,5,Refuse to answer
ACTCHAR,6,Don't know
ACTCHAR,7,No
ACTCHAR,8,Yes
ACTVLNT,1,Break-off
ACTVLNT,2,Legal skip
ACTVLNT,3,Not applicable
ACTVLNT,4,Interviewer error
ACTVLNT,5,Refuse to answer
ACTVLNT,6,Don't know
ACTVLNT,7,No
ACTVLNT,8,Yes
ACTSPOR,1,Break-off
ACTSPOR,2,Legal skip
ACTSPOR,3,Not applicable
ACTSPOR,4,Interviewer error
ACTSPOR,5,Refuse to answer
ACTSPOR,6,Don't know
ACTSPOR,7,No
ACTSPOR,8,Yes
ACTCHUR,1,Break-off
ACTCHUR,2,Legal skip
ACTCHUR,3,Not applicable
ACTCHUR,4,Interviewer error
ACTCHUR,5,Refuse to answer
ACTCHUR,6,Don't know
ACTCHUR,7,No
ACTCHUR,8,Yes
ACTDNCH,1,Break-off
ACTDNCH,2,Legal skip
ACTDNCH,3,Not applicable
ACTDNCH,4,Interviewer error
ACTDNCH,5,Refuse to answer
ACTDNCH,6,Don't know
ACTDNCH,7,No
ACTDNCH,8,Yes
ACTTHEA,1,Break-off
ACTTHEA,2,Legal skip
ACTTHEA,3,Not applicable
ACTTHEA,4,Interviewer error
ACTTHEA,5,Refuse to answer
ACTTHEA,6,Don't know
ACTTHEA,7,No
ACTTHEA,8,Yes
ACTRESDT,1,Break-off
ACTRESDT,2,Legal skip
ACTRESDT,3,Not applicable
ACTRESDT,4,Interviewer error
ACTRESDT,5,Refuse to answer
ACTRESDT,6,Don't know
ACTRESDT,7,No
ACTRESDT,8,Yes
ACTCHORE,1,Break-off
ACTCHORE,2,Legal skip
ACTCHORE,3,Not applicable
ACTCHORE,4,Interviewer error
ACTCHORE,5,Refuse to answer
ACTCHORE,6,Don't know
ACTCHORE,7,No
ACTCHORE,8,Yes
ACTCLEAN,1,Break-off
ACTCLEAN,2,Legal skip
ACTCLEAN,3,Not applicable
ACTCLEAN,4,Interviewer error
ACTCLEAN,5,Refuse to answer
ACTCLEAN,6,Don't know
ACTCLEAN,7,No
ACTCLEAN,8,Yes
HLTHRAT,1,Break-off
HLTHRAT,2,Legal skip
HLTHRAT,3,Not applicable
HLTHRAT,4,Interviewer error
